TACODE,TANAME,TAVERSION,NUMBER OF ALL ADDRESSES,NUMBER OF FULLY REGISTERED PROPERTIES,NUMBER OF EDW PROPERTIES,PROPS POTENTIALLY WARNED
122FWF684,"Sea Cut at Mowthorpe, Scalby and Newby including Newby Beck",8,158,18,102,120
122FWF692,River Derwent at Malton,3,166,50,68,118
122FWF695,River Derwent at Howden,3,957,334,469,803
122FWF705,River Ouse at Linton Lock,4,,,,
122FWF710,River Ouse at York - riverside properties,11,18,16,0,16
122FWF712,River Ouse at York - St George's Field and Queen's Staith,10,56,40,11,51
122FWF713,Arkle Beck at Reeth and Low Fremington,1,57,28,13,41
122FWF715,River Ouse at Bishopthorpe,2,414,97,204,301
122FWF716,River Ouse at York - Skeldergate and Tower Street,9,159,107,27,134
122FWF717,Turker Beck at Northallerton,1,308,26,215,241
122FWF720,River Ouse at York - River Street,6,75,54,11,65
122FWF721,River Ouse at York - Peckitt Street,1,34,20,4,24
122FWF722,River Ouse at Fulford,8,603,230,251,481
122FWF723,River Ouse at Naburn Lock,5,,,,
122FWF724,River Ouse at Naburn,12,149,96,33,129
122FWF725,River Ouse at Acaster Malbis,8,139,61,51,112
122FWF728,River Ouse at Acaster Selby,7,14,12,0,12
122FWF730,River Ouse at York - Clifton,7,683,131,398,529
122FWF734,River Ouse at York - Marygate,5,131,28,59,87
122FWF736,River Ouse at York - Leeman Road,7,1117,236,609,845
122FWF738,Holgate Beck at York,6,389,26,271,297
122FWF740,"River Ouse at York - Clementhorpe, Ebor Street and South Bank",8,435,152,194,346
122FWF744,River Ouse at York - Skeldergate,8,191,21,106,127
122FWF745,Sun Beck at Northallerton,1,251,21,175,196
122FWF746,Willow Beck at Romanby,1,28,12,11,23
122FWF747,Willow Beck at Water Treatment Works in Romanby,1,,,,
122FWF752,River Ouse at York - North Street,6,79,18,20,38
122FWF753,River Ouse and Blue Beck at Rawcliffe,8,430,109,237,346
122FWF755,River Ouse at York - City Centre,4,187,65,64,129
122FWF756,River Ouse at Cawood,7,582,264,197,461
122FWF757,River Ouse at Kelfield,1,56,36,12,48
122FWF767,River Ouse at Selby Dam,8,183,37,95,132
122FWF773,River Ouse at Selby and Barlby,9,5033,1001,3053,4054
122FWF774,River Foss downstream of Yearsley Baths,4,346,101,132,233
122FWF775,River Foss - The Groves,2,293,155,86,241
122FWF776,"River Foss at Layerthorpe to Foss Islands Road, Stonebow and Piccadilly",7,1874,380,691,1071
122FWF777,River Foss upstream of Yearsley Baths to Strensall - riverside properties only,4,107,41,46,87
122FWF778,River Foss upstream of Yearsley Baths,3,309,91,156,247
122FWF779,Tang Hall Beck - Tang Hall,3,115,30,58,88
122FWF780,Osbaldwick Beck - Osbaldwick,3,582,145,307,452
122FWF781,South Beck at York,1,209,51,118,169
122FWF782,Westfield Beck - South Haxby,2,192,30,131,161
122FWF783,Westfield Beck - New Earswick,2,174,28,108,136
122FWF784,River Wharfe at Burnsall,1,14,6,0,6
122FWF785,River Wharfe at Linton,1,38,6,20,26
122FWF787,Kettlewell Beck at Kettlewell,1,75,22,30,52
122FWF801,River Esk at Lealholm,7,39,18,14,32
122FWF802,River Esk at Egton Bridge,5,17,10,0,10
122FWF806,Willow Beck at Northallerton,1,60,2,24,26
122FWF807,River Rye at Nunnington,1,,,,
122FWF809,River Dove at Kirkby Mills and Keldholme,1,79,33,17,50
122FWF810,Costa Beck at Costa Mills,1,,,,
122FWF811,River Dove at Salton,1,27,6,11,17
122FWF812,River Rye at Brawby,1,84,26,43,69
122FWF814,River Derwent at Yedingham,1,33,4,23,27
122FWF816,River Seven at Normanby,1,17,10,0,10
122FWF818,River Seven at Marton,1,94,32,53,85
122FWF819,River Seven at Great Barugh,1,11,7,0,7
122FWF827,River Esk at Glaisdale,3,,,,
122FWF829,River Esk at Danby,2,19,5,8,13
122FWF830,Cock Beck at Aberford,1,14,4,5,9
122FWF831,Cock Beck at Stanks,2,46,2,38,40
122FWF836,River Derwent at East and West Ayton,1,152,20,89,109
122FWF837,River Derwent at Braisthwaites Woods,1,,,,
122FWF838,River Wharfe at Cawood Park,1,,,,
122FWF841,Ings Beck at North Newbald,1,37,6,22,28
122FWF843,River Foulness at Welham Bridge,1,39,6,26,32
122FWF844,River Skirfare at Hawkswick,1,,,,
122FWF845,River Ouse at Beningbrough and Red House,1,15,3,3,6
122FWF846,River Rye at Howe Bridge,1,,,,
122FWF849,River Wharfe and Dorts Dike at Church Fenton,1,152,10,101,111
122FWT001,Humber estuary at West Hessle foreshore,1,,,,
122FWT011,North Bank of the Humber estuary from Kilnsea to Skeffling and Weeton,7,56,40,4,44
122FWT014,North Bank of the Humber estuary at Sunk Island,6,49,34,6,40
122FWT017,North Bank of the Humber estuary at Paull and Paull Holme Sands,7,319,219,85,304
122FWT020,North Bank of the Humber estuary at Saltend,5,,,,
122FWT021,North Bank of the Humber estuary in the east of Hull,10,1540,347,1057,1404
122FWT024,North Bank of the Humber estuary in the west of Hull,7,1403,372,504,876
122FWT027,North Bank of the Humber estuary at Waterside Business Park in Hessle,2,37,24,10,34
122FWT028,Humber estuary at East Hessle foreshore,4,150,90,58,148
122FWT029,North Bank of the Humber estuary at Hessle Haven,14,14,12,0,12
122FWT034,North Bank of the Humber estuary at North Ferriby,9,99,61,34,95
122FWT035,North Bank of the Humber estuary at Brough,10,691,149,427,576
122FWT038,"North Bank of the Humber estuary at Broomfleet, Faxfleet, Blacktoft and Yokefleet",7,103,84,12,96
122FWT040,"North Bank of the River Ouse at Saltmarshe, Sand Hall, Skelton and Kilpin Pike",10,122,109,14,123
122WAC952,North Sea coast from Staithes to Whitby including tidal River Esk,17,922,154,0,92
122WAC953,North Sea coast from Whitby to Filey,14,156,36,0,13
122WAC954,North Sea coast at Bridlington,10,74,23,0,11
122WAC955,"North Sea coast at Skipsea, Hornsea and Mappleton",12,55,10,0,7
122WAC956,"North Sea coast at Withernsea, Easington and Kilnsea",10,204,57,0,28
122WAF917,Setting Dike catchment,1,1003,97,0,79
122WAF919,River Crimple catchment,1,112,15,0,14
122WAF933,Lower River Nidd catchment,5,56,8,0,8
122WAF935,River Esk catchment,13,199,52,0,32
122WAF936,Upper River Swale,8,663,128,0,78
122WAF937,Lower River Swale,13,2181,349,0,135
122WAF938,River Wiske and other tributaries of the River Swale,16,2362,347,0,190
122WAF939,Upper River Ure,10,323,40,0,39
122WAF940,Lower River Ure,12,3527,1009,0,343
122WAF941,Upper River Nidd catchment,14,331,118,0,63
122WAF942,Upper River Wharfe,11,1364,325,0,220
122WAF943,Lower River Wharfe,12,1565,543,0,346
122WAF945,River Foss,12,3509,868,0,537
122WAF946,Upper River Ouse,17,7468,1670,0,1020
122WAF947,Tidal River Ouse from Naburn Lock to Selby,18,13448,1840,0,1370
122WAF948,River Riccal catchment,15,43,0,0,0
122WAF949,Upper River Derwent,11,2642,427,0,195
122WAF950,Lower River Derwent,9,1572,313,0,158
122WAF970,Gypsey Race and the Wolds,7,673,29,0,29
122WAF971,Holderness Drain,9,23114,1166,0,891
122WAF972,Upper River Hull catchment,10,482,48,0,42
122WAF973,River Hull Central catchment,9,7807,864,0,704
122WAF974,River Foulness and Market Weighton catchment,10,4548,489,0,344
122WAF975,Lower River Hull,15,102717,6566,0,4386
122WAF976,Burstwick and Keyingham Drains,4,7578,1907,0,724
122WAF977,South East Holderness,2,381,108,0,58
122WAF978,North Holderness,3,127,16,0,12
122WAF979,Thornton Beck catchment,2,153,27,0,10
122WAF980,River Seven catchment,2,355,126,0,66
122WAF981,Holbeck catchment,2,272,38,0,22
122WAF982,River Rye catchment,3,478,66,0,62
122WAF983,River Dove catchment,2,498,38,0,36
122WAF984,Pickering Beck and Costa Beck catchments,3,594,108,0,55
122WAF985,Middle River Nidd catchment,3,424,150,0,93
122WAF986,Osbaldwick Beck and Tanghall Beck,1,736,179,0,114
122WAT944,Tidal River Wharfe,2,207,114,0,68
122WAT957,Humber estuary from Spurn Point to Winestead Outfall,9,43,31,0,11
122WAT958,Humber estuary from Winestead Outfall to Thorngumbald Pumping Station,10,59,40,0,7
122WAT960,Humber estuary from Thorngumbald Pumping Station to Lords Clough,10,310,213,0,36
122WAT961,Humber estuary from Lords Clough to Hessle Haven,10,7575,1939,0,533
122WAT962,Humber estuary from Hessle Haven to Faxfleet,11,1158,366,0,144
122WAT963,Humber estuary from Faxfleet to Saltmarshe,11,176,153,0,36
122WAT964,Tidal River Ouse from Selby to Faxfleet,3,3747,759,0,423
123FWB002,River Aire upstream of Temple Hirst,2,21,17,0,17
123FWB054,River Don and River Went at Moss and Kirkhouse Green,10,46,25,12,37
123FWB056,River Don at Fosterhouses and Wormley Hill,10,25,16,0,16
123FWB058,River Don and Dutch River from Moorends to Rawcliffe Bridge,11,81,43,23,66
123FWB060,River Don and Dutch River at West Cowick,11,171,100,52,152
123FWB067,River Ouse at Swinefleet and Reedness Marshland,12,35,21,6,27
123FWB091,River Aire at Airmyn,11,320,260,38,298
123FWB150,"River Aire, Don and Dutch River at East Cowick and Lidgate",17,128,85,29,114
123FWB650,River Don at Barnby Dun,12,929,202,512,714
123FWB651,River Don at Thorpe in Balne,9,53,46,0,46
123FWB652,River Don at Trumfleet,6,18,18,0,18
123FWB654,River Don at Kirk Bramwith,6,17,15,0,15
123FWF023,New Mill Dike at Jackson Bridge,1,57,14,32,46
123FWF024,New Mill Dike at Thongsbridge,1,24,7,5,12
123FWF025,New Mill Dike at Lydgate and New Mill,1,34,9,16,25
123FWF032,River Colne at Milnsbridge,1,30,16,7,23
123FWF034,River Colne at Thornton Lodge,1,28,12,2,14
123FWF037,Went Beck at Purston Jaglin,1,319,6,188,194
123FWF038,Oil Mill Beck at Horsforth Woodside,1,283,18,186,204
123FWF039,Meers Brook at Heeley,1,181,4,99,103
123FWF040,Knoll Beck at Manvers,1,664,82,366,448
123FWF041,River Little Don at Stocksbridge,1,196,33,79,112
123FWF042,The Moss and River Rother at Eckington,1,44,8,9,17
123FWF043,Communities along Black Brook from Bowers Mill to Berry Mill Lane,1,119,11,38,49
123FWF089,Waller Hill Beck at Skipton,4,321,48,166,214
123FWF090,Eller Beck at Central Skipton,8,409,87,153,240
123FWF093,River Aire at Cross Hills including the Airedale Trading Park,12,76,28,17,45
123FWF094,River Aire at Gargrave,7,158,59,66,125
123FWF097,River Aire at Neptune Street,11,627,206,235,441
123FWF098,River Aire at Central Leeds including Sovereign Street and Asda House,11,143,51,49,100
123FWF100,Eller Beck in the Broughton Road area in Skipton,3,659,57,438,495
123FWF101,"Eller Beck at Engine Shed Lane, Skipton",2,23,2,1,3
123FWF102,"Ings Beck at Ings Lane, Skipton",5,16,15,0,15
123FWF103,"Eller Beck at Sandylands, Skipton",5,,,,
123FWF105,"Eller Beck at Carleton Business Park, Skipton",6,22,11,8,19
123FWF106,River Aire at Snaygill Industrial Estate and Cononley Business Park,7,60,33,21,54
123FWF107,Eller Beck at Snaygill Industrial Estate,2,306,27,138,165
123FWF108,"River Aire at Skipton Road, Kildwick",9,13,8,0,8
123FWF109,Holme Beck at Crosshills,3,354,49,199,248
123FWF110,Holme Beck at Glusburn,13,309,182,91,273
123FWF111,River Aire at Steeton,7,38,13,17,30
123FWF112,River Aire at Stockbridge and Keighley,12,426,188,166,354
123FWF113,River Aire at Stockbridge and Keighley - Garforth Road,10,59,44,8,52
123FWF114,River Aire at Crossflatts,8,115,49,39,88
123FWF115,River Aire at Bingley,9,90,49,24,73
123FWF116,Harden Beck at Beckfoot,6,,,,
123FWF117,River Aire at Cottingley,11,105,88,11,99
123FWF118,"River Aire at Branksome Drive, Nab Wood",4,64,51,5,56
123FWF119,River Aire at Shipley,12,950,290,409,699
123FWF121,River Aire at Esholt,16,75,11,23,34
123FWF123,River Aire at Newlay,12,118,34,65,99
123FWF126,River Aire at Mickletown,12,164,101,43,144
123FWF128,River Aire at Allerton Bywater,10,335,85,175,260
123FWF129,"River Aire at Allerton Ings, Barnsdale Road and Properties",8,,,,
123FWF131,River Aire at Newton and Fairburn,8,31,24,0,24
123FWF132,River Aire at Castleford Lock Lane,12,312,186,99,285
123FWF133,River Aire at Central Castleford,14,309,66,166,232
123FWF135,River Aire at Brotherton,10,61,28,21,49
123FWF137,River Aire at Ferrybridge,7,132,25,45,70
123FWF138,River Aire at Knottingley,10,337,214,101,315
123FWF139,River Aire at Birkin,14,50,18,19,37
123FWF140,River Aire at Beal,14,39,20,12,32
123FWF141,River Aire at Kellington and Roall Manor,14,69,60,0,60
123FWF142,River Aire at West Haddlesey,12,92,42,37,79
123FWF144,River Aire at Hensall and Little Heck,12,81,33,40,73
123FWF145,"River Aire at Burn Lane, Burn",10,,,,
123FWF146,River Aire at Hirst Courtney,12,83,53,27,80
123FWF148,River Aire at Hirst Marsh and West Marsh,12,29,21,0,21
123FWF149,River Aire at Gowdall,14,122,80,22,102
123FWF151,River Aire at Snaith Ings,16,112,79,19,98
123FWF154,River Aire at Drax,13,191,121,56,177
123FWF156,"Earby Beck, New Cut and Victoria Clough at Earby",12,315,99,130,229
123FWF158,River Aire at Kirkstall Forge,14,,,,
123FWF161,River Aire at St Anns Mill and the Goit,12,99,46,6,52
123FWF163,River Aire at Kirkstall Road and Wellington Street,9,2481,279,575,854
123FWF169,River Aire at Neptune Street - Canal and River Trust car park,10,,,,
123FWF172,"River Aire at Sovereign Street, The Calls and Clarence Dock",13,2378,313,965,1278
123FWF175,River Aire at Canal Wharf between Bridge End and Crown Point Bridge,14,3967,338,1414,1752
123FWF177,"River Aire at Knowsthorpe, Thwaite Gate and Stourton",12,216,78,81,159
123FWF189,"Wyke Beck at Dunhills, Halton",11,84,68,10,78
123FWF190,Wyke Beck at Fearnville,7,36,10,19,29
123FWF191,"Wyke Beck at Wykebeck Valley Road, Gipton",17,227,22,138,160
123FWF192,Wyke Beck at Foundry Mill,17,43,8,20,28
123FWF193,Broughton Beck at Elslack and Broughton Business Park,10,11,5,0,5
123FWF195,Wortley Beck from Pudsey Road to Butt Lane,4,68,19,30,49
123FWF196,Wash Dike at Pontefract,6,243,48,147,195
123FWF200,Bridgehouse Beck from Oxenhope to North Ives Bridge,9,62,15,32,47
123FWF201,Bridgehouse Beck at Mills upstream of Bridgehouse Lane to Ebor Lane,6,128,35,55,90
123FWF202,Tributaries of the River Worth at Grey Scar Road to Hebble Row,7,111,56,38,94
123FWF203,"River Worth at Vale Farm to Bronte Caravan Park, A629 Halifax Road",7,,,,
123FWF204,River Worth at Damems Road to Keighley Railway Station,8,164,45,69,114
123FWF205,"North Beck at Goose Eye, Holme House Lane",8,34,17,8,25
123FWF206,North Beck at Holme Mill Lane to Worth Way,7,29,10,6,16
123FWF207,River Worth at Worth Village and Aireworth,7,123,72,23,95
123FWF280,River Spen at Hunsworth and Moorend,8,213,29,88,117
123FWF281,River Spen at Cleckheaton,8,103,38,32,70
123FWF282,River Spen at Littletown,8,120,65,43,108
123FWF283,"River Spen and Lands Beck from Knowler Hill to Wormald Street, Liversedge",8,263,140,95,235
123FWF284,River Spen from Wormald Street to Spen Vale Street,9,149,53,70,123
123FWF285,River Spen and Canker Dyke at Ravensthorpe,5,202,65,94,159
123FWF287,Dean Bottom Dike and Box Ings Dike at Kirkburton,5,11,3,0,3
123FWF288,Woodsome Beck at Highburton,5,52,1,34,35
123FWF289,Fenay Beck at Fenay Bridge,4,,,,
123FWF290,Fenay Beck at Spa Bottom,4,155,70,60,130
123FWF291,Fenay Beck at Waterloo,7,153,66,65,131
123FWF292,Fenay Beck at Dalton,9,133,49,70,119
123FWF301,Walsden Water at Walsden,9,444,145,215,360
123FWF302,Walsden Water and Ramsden Clough at Walsden,10,156,62,74,136
123FWF303,Walsden Water at Gauxholme,7,41,22,16,38
123FWF304,Midgelden Brook at Bacup Road - Gauxholme,8,103,35,57,92
123FWF305,Walsden Water at Todmorden from Shade to Salford,12,253,167,54,221
123FWF306,River Calder at Central Todmorden,7,735,425,192,617
123FWF307,River Calder at Todmorden - Millwood,10,122,40,61,101
123FWF308,River Calder from Todmorden to Eastwood,9,62,41,19,60
123FWF309,River Calder at Eastwood,8,20,19,0,19
123FWF310,River Calder at Callis Bridge and Charlestown,9,91,64,17,81
123FWF311,River Calder at Hebden Bridge - Mytholm and Hebble End,9,495,273,163,436
123FWF312,River Calder and Hebden Water at Hebden Bridge,9,333,259,50,309
123FWF314,Hebden Water at Hebden Bridge from Valley Road to Midgehole Road,10,194,67,71,138
123FWF315,River Calder and Cragg Brook at Mytholmroyd,11,720,356,250,606
123FWF316,River Calder at Central Mytholmroyd,10,260,195,57,252
123FWF317,River Calder at Horbury - The Strands,12,,,,
123FWF318,River Calder at Brearley and Luddenden Foot,12,125,77,29,106
123FWF319,River Calder and River Ryburn at Sowerby Bridge,11,473,192,173,365
123FWF320,River Calder and River Ryburn at Central Sowerby Bridge,12,34,17,4,21
123FWF321,River Calder at Copley,7,315,196,74,270
123FWF322,River Calder at Elland - North Dean Business Park to Park Road,7,68,48,15,63
123FWF323,River Calder at Elland - Saddleworth Road to Lowfields Business Park,7,116,55,18,73
123FWF324,River Calder at Brighouse - Brookfoot Business Park,8,56,20,17,37
123FWF325,River Calder at Brighouse - Brookfoot Mills,5,,,,
123FWF327,River Calder at Brighouse - Nun Bank Wood,6,,,,
123FWF328,River Calder at Cooper Bridge,5,19,12,0,12
123FWF329,River Calder at Bradley,8,102,10,62,72
123FWF330,River Calder at Central Mirfield,9,679,232,336,568
123FWF331,River Calder at Battyeford and Snake Hill,13,60,31,11,42
123FWF332,River Calder at Ravensthorpe,11,1619,423,800,1223
123FWF333,River Calder at Dewsbury,11,1233,426,530,956
123FWF334,River Calder at Dewsbury - Lodge Farm and Sands Mill,11,,,,
123FWF337,River Colne at Cowlersley,10,15,11,0,11
123FWF338,River Colne at Linthwaite,6,23,3,6,9
123FWF339,River Colne at Marsden,8,61,23,18,41
123FWF340,River Colne at Lingards Wood,8,30,9,11,20
123FWF341,River Colne at Foley Hall and Aspley,10,953,135,145,280
123FWF342,River Holme at Taylor Hill,7,19,1,2,3
123FWF343,River Holme at Huddersfield - Primrose Hill and Lockwood,9,141,70,22,92
123FWF344,River Holme at Holmfirth and Thongsbridge,8,184,25,79,104
123FWF345,River Colne at Huddersfield - Springbank Road and Queens Square,11,144,70,64,134
123FWF346,River Holme at Armitage Bridge,9,47,23,13,36
123FWF347,River Holme at Honley,7,87,20,36,56
123FWF348,River Holme at Brockholes,7,222,59,103,162
123FWF349,River Colne at Huddersfield,9,,,,
123FWF350,River Colne at Bradley Mills - St John Stadium,8,20,10,3,13
123FWF351,River Holme at Holmbridge and Victoria,10,58,6,39,45
123FWF352,River Colne at Turnbridge and Southgate,12,42,14,3,17
123FWF354,River Holme at Honley and Mag Dale,8,83,16,38,54
123FWF356,River Colne at Hillhouse and Colne Bridge,9,490,248,167,415
123FWF357,River Colne at Huddersfield - Syngenta Works,7,,,,
123FWF358,River Calder at Horbury Junction,8,84,47,25,72
123FWF359,River Calder at Wakefield - Thornes and Calder Vale,11,1100,376,477,853
123FWF360,River Calder at Wakefield - Fall Ings and Belle Vue,9,292,52,169,221
123FWF361,River Calder at Stanley,7,253,48,125,173
123FWF362,River Calder at Methley and Mickletown,9,454,218,174,392
123FWF363,River Calder at Whitwood Mere,9,870,192,469,661
123FWF364,"River Calder at Cornholme, Lydgate and Todmorden High School",10,797,282,356,638
123FWF365,River Calder at Todmorden - Harley Wood,10,134,61,66,127
123FWF366,Batley Beck from Monk Ings to Wilton Park,13,72,8,35,43
123FWF367,Batley Beck at Carlinghow and Crossbank,15,92,9,33,42
123FWF368,Batley Beck at Bradford Road through central Batley,14,17,4,2,6
123FWF369,Batley Beck at central Batley and surrounding areas,16,176,42,53,95
123FWF370,River Calder at Todmorden - Patmos Burnley Road,8,412,221,131,352
123FWF371,River Calder at Todmorden from the Cricket Ground to the Railway Bridge,8,56,14,33,47
123FWF372,River Calder at Brighouse,10,657,240,194,434
123FWF373,River Calder at Healey and Horbury Bridge,9,490,333,99,432
123FWF374,Hebble Brook at Halifax,3,69,13,12,25
